,Date,year,month,month_label,Continent_name,Country_name,City,co,pm25,pm10,o3,so2,no2,aqi,aqi_Category,humidity,pressure,temperature,wind
1790,2016-01-09,2016,1,Jan,South America,Brazil,São Paulo,17.2,114.0,80.0,42.7,8.2,36.6,114.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1791,2016-01-09,2016,1,Jan,South America,Chile,Santiago,15.4,65.0,61.0,49.8,5.1,36.6,65.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1792,2016-01-09,2016,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,22.8,35.35,81.5,454.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1793,2016-01-09,2016,1,Jan,Europe,France,Paris,7.3,127.0,53.0,22.4,1.6,57.3,127.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1794,2016-01-09,2016,1,Jan,Europe,United Kingdom,London,7.3,101.0,50.0,33.9,4.7,54.0,101.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
1795,2016-01-09,2016,1,Jan,Asia,India,Delhi,52.5,440.0,322.0,60.3,58.6,64.3,440.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1796,2016-01-09,2016,1,Jan,Europe,Italy,Milan,0.1,144.0,53.0,2.9,4.6,43.0,144.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1797,2016-01-09,2016,1,Jan,Asia,Japan,Tokyo,23.4,117.0,35.0,32.8,20.0,55.5,117.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1798,2016-01-09,2016,1,Jan,North America,United States,Los Angeles,15.6,93.0,40.0,27.2,20.65492063492064,28.8,93.0,Modere,69.2344,1021.2216,15.9,3.9488
1799,2016-01-10,2016,1,Jan,South America,Brazil,São Paulo,19.9,102.0,76.0,27.3,5.6,91.1,102.2,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1800,2016-01-10,2016,1,Jan,South America,Chile,Santiago,15.9,61.0,58.0,48.2,4.8,25.9,61.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1801,2016-01-10,2016,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,26.0,35.35,79.3,482.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1802,2016-01-10,2016,1,Jan,Europe,France,Paris,8.2,74.0,34.0,26.9,1.1,66.5,74.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1803,2016-01-10,2016,1,Jan,Europe,United Kingdom,London,9.5,65.0,32.0,36.1,5.3,58.3,65.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
1804,2016-01-10,2016,1,Jan,Asia,India,Delhi,69.0,480.0,322.0,112.2,55.3,79.4,480.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1805,2016-01-10,2016,1,Jan,Europe,Italy,Milan,0.1,122.0,46.0,2.9,4.6,38.0,122.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1806,2016-01-10,2016,1,Jan,Asia,Japan,Tokyo,18.9,122.0,52.0,37.6,14.3,59.8,122.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1807,2016-01-10,2016,1,Jan,North America,United States,Los Angeles,7.8,65.0,38.0,29.6,21.448125,27.8,65.0,Modere,69.2344,1021.2216,15.9,3.9488
1808,2016-01-11,2016,1,Jan,South America,Brazil,São Paulo,12.7,142.0,67.0,21.6,3.1,35.2,142.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1809,2016-01-11,2016,1,Jan,South America,Chile,Santiago,15.5,61.0,70.0,31.6,4.6,33.8,70.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1810,2016-01-11,2016,1,Jan,Asia,China,Beijing,42.85000000000001,189.0,100.0,29.7,10.7,40.7,189.0,Mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1811,2016-01-11,2016,1,Jan,Europe,France,Paris,8.2,79.0,44.0,22.8,1.1,67.0,79.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1812,2016-01-11,2016,1,Jan,Europe,United Kingdom,London,11.8,81.0,44.0,32.0,8.9,80.1,81.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
1813,2016-01-11,2016,1,Jan,Asia,India,Delhi,102.5,329.0,322.0,101.0,59.2,101.5,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1814,2016-01-11,2016,1,Jan,Europe,Italy,Milan,0.1,89.0,35.0,2.5,4.6,39.4,89.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1815,2016-01-11,2016,1,Jan,Asia,Japan,Tokyo,16.7,139.0,29.0,46.5,12.9,52.2,139.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1816,2016-01-11,2016,1,Jan,North America,United States,Los Angeles,13.4,107.0,47.0,23.3,20.66890243902439,38.9,107.0,Malsain,69.2344,1021.2216,15.9,3.9488
1817,2016-01-12,2016,1,Jan,South America,Brazil,São Paulo,13.6,119.0,69.0,18.7,14.35,32.5,119.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1818,2016-01-12,2016,1,Jan,South America,Chile,Santiago,15.8,60.0,70.0,49.9,4.9,44.2,70.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1819,2016-01-12,2016,1,Jan,Asia,China,Beijing,35.3,202.0,135.0,34.2,35.35,47.6,202.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1820,2016-01-12,2016,1,Jan,Europe,France,Paris,9.1,110.0,66.0,22.4,0.6,58.4,110.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1821,2016-01-12,2016,1,Jan,Europe,United Kingdom,London,10.6,73.0,59.0,25.3,9.1,70.7,73.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
1822,2016-01-12,2016,1,Jan,Asia,India,Delhi,90.8,329.0,322.0,196.8,52.8,102.6,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1823,2016-01-12,2016,1,Jan,Europe,Italy,Milan,0.1,93.0,39.0,3.7,5.1,70.8,93.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1824,2016-01-12,2016,1,Jan,Asia,Japan,Tokyo,16.7,127.0,41.0,25.6,7.2,52.2,127.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1825,2016-01-12,2016,1,Jan,North America,United States,Los Angeles,14.5,93.0,42.0,27.2,19.54954954954955,42.6,93.0,Modere,69.2344,1021.2216,15.9,3.9488
1826,2016-01-13,2016,1,Jan,South America,Brazil,São Paulo,16.3,152.0,156.5,61.0,4.1,44.8,172.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1827,2016-01-13,2016,1,Jan,South America,Chile,Santiago,18.1,63.0,63.0,67.3,5.8,69.3,69.3,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1828,2016-01-13,2016,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,177.0,40.3,35.35,64.9,328.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1829,2016-01-13,2016,1,Jan,Europe,France,Paris,11.8,86.0,59.0,25.6,1.6,72.4,86.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1830,2016-01-13,2016,1,Jan,Europe,United Kingdom,London,13.7,117.0,81.0,28.4,9.0,85.2,117.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
1831,2016-01-13,2016,1,Jan,Asia,India,Delhi,91.3,474.0,322.0,72.6,25.4,61.4,474.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1832,2016-01-13,2016,1,Jan,Europe,Italy,Milan,0.1,68.0,27.0,25.6,4.6,54.7,68.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1833,2016-01-13,2016,1,Jan,Asia,Japan,Tokyo,22.3,159.0,50.0,25.6,32.2,90.3,159.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1834,2016-01-13,2016,1,Jan,North America,United States,Los Angeles,14.5,89.0,49.0,23.3,20.174174174174173,31.5,89.0,Modere,69.2344,1021.2216,15.9,3.9488
1835,2016-01-14,2016,1,Jan,South America,Brazil,São Paulo,19.0,87.0,64.0,27.3,2.1,29.8,87.0,Modere,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1836,2016-01-14,2016,1,Jan,South America,Chile,Santiago,16.2,91.0,246.5,43.7,2.8,39.1,287.0,Tres mauvais,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1837,2016-01-14,2016,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,206.0,29.3,35.35,74.5,375.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1838,2016-01-14,2016,1,Jan,Europe,France,Paris,9.1,89.0,66.0,21.2,2.1,76.7,89.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1839,2016-01-14,2016,1,Jan,Europe,United Kingdom,London,8.2,63.0,56.0,32.4,10.0,81.8,81.8,Modere,94.724,1013.6024,5.3191999999999995,7.948
1840,2016-01-14,2016,1,Jan,Asia,India,Delhi,50.5,458.0,322.0,55.4,16.7,68.9,458.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1841,2016-01-14,2016,1,Jan,Europe,Italy,Milan,0.1,93.0,35.0,6.1,4.1,71.8,93.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1842,2016-01-14,2016,1,Jan,Asia,Japan,Tokyo,23.4,151.0,50.0,30.4,17.2,75.1,151.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1843,2016-01-14,2016,1,Jan,North America,United States,Los Angeles,11.2,97.0,57.0,23.3,20.08801169590643,31.5,97.0,Modere,69.2344,1021.2216,15.9,3.9488
1844,2016-01-15,2016,1,Jan,South America,Brazil,São Paulo,15.4,85.0,72.0,26.9,5.6,25.2,85.0,Modere,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1845,2016-01-15,2016,1,Jan,South America,Chile,Santiago,17.0,87.0,94.0,62.6,5.4,59.2,94.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1846,2016-01-15,2016,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,158.8,35.35,87.9,465.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1847,2016-01-15,2016,1,Jan,Europe,France,Paris,10.9,83.0,64.0,22.0,2.6,64.9,83.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1848,2016-01-15,2016,1,Jan,Europe,United Kingdom,London,10.5,114.0,65.0,28.4,5.4,94.9,114.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
1849,2016-01-15,2016,1,Jan,Asia,India,Delhi,45.8,424.0,322.0,30.9,17.4,68.1,424.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1850,2016-01-15,2016,1,Jan,Europe,Italy,Milan,0.1,91.0,30.0,28.5,4.6,50.9,91.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1851,2016-01-15,2016,1,Jan,Asia,Japan,Tokyo,15.6,117.0,41.0,33.6,8.6,69.6,117.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1852,2016-01-15,2016,1,Jan,North America,United States,Los Angeles,10.0,91.0,53.0,18.4,22.8239393939394,28.8,91.0,Modere,69.2344,1021.2216,15.9,3.9488
1853,2016-01-16,2016,1,Jan,South America,Brazil,São Paulo,8.2,89.0,94.0,21.6,3.1,19.7,94.0,Modere,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1854,2016-01-16,2016,1,Jan,South America,Chile,Santiago,8.2,98.0,70.0,78.8,5.8,31.8,98.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1855,2016-01-16,2016,1,Jan,Asia,China,Beijing,37.1,290.0,185.0,13.0,35.35,55.7,290.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1856,2016-01-16,2016,1,Jan,Europe,France,Paris,10.9,133.0,129.5,18.3,2.6,88.5,135.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1857,2016-01-16,2016,1,Jan,Europe,United Kingdom,London,10.0,230.5,62.0,12.8,6.2,90.2,238.0,Tres mauvais,94.724,1013.6024,5.3191999999999995,7.948
1858,2016-01-16,2016,1,Jan,Asia,India,Delhi,28.5,420.0,322.0,46.2,15.6,48.2,420.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1859,2016-01-16,2016,1,Jan,Europe,Italy,Milan,0.1,70.0,27.0,18.3,4.6,72.9,72.9,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1860,2016-01-16,2016,1,Jan,Asia,Japan,Tokyo,15.6,160.0,47.0,38.4,14.3,70.7,160.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1861,2016-01-16,2016,1,Jan,North America,United States,Los Angeles,8.9,95.0,56.0,28.9,20.925460122699388,27.8,95.0,Modere,69.2344,1021.2216,15.9,3.9488
1862,2016-01-17,2016,1,Jan,South America,Brazil,São Paulo,6.4,93.0,71.0,30.5,12.2,17.0,93.0,Modere,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1863,2016-01-17,2016,1,Jan,South America,Chile,Santiago,7.8,88.0,58.0,73.6,10.5,36.7,88.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1864,2016-01-17,2016,1,Jan,Asia,China,Beijing,38.0,242.0,131.0,38.6,26.4,41.6,242.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1865,2016-01-17,2016,1,Jan,Europe,France,Paris,10.9,155.0,129.5,18.3,1.6,78.3,165.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1866,2016-01-17,2016,1,Jan,Europe,United Kingdom,London,9.1,114.0,56.0,28.0,4.8,74.9,114.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
1867,2016-01-17,2016,1,Jan,Asia,India,Delhi,44.6,420.0,322.0,79.7,32.5,69.7,500.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1868,2016-01-17,2016,1,Jan,Europe,Italy,Milan,0.1,30.0,66.0,27.3,4.1,32.5,66.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1869,2016-01-17,2016,1,Jan,Asia,Japan,Tokyo,12.3,142.0,39.0,40.8,11.5,38.9,142.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1870,2016-01-17,2016,1,Jan,North America,United States,Los Angeles,11.2,150.0,63.0,33.6,19.568693009118544,29.7,151.0,Mauvais,69.2344,1021.2216,15.9,3.9488
1871,2016-01-18,2016,1,Jan,South America,Brazil,São Paulo,13.6,91.0,75.0,15.9,12.7,23.8,91.0,Modere,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1872,2016-01-18,2016,1,Jan,South America,Chile,Santiago,11.1,83.0,78.0,65.7,14.3,50.8,83.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1873,2016-01-18,2016,1,Jan,Asia,China,Beijing,26.2,177.0,126.0,41.1,15.2,34.8,177.0,Mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1874,2016-01-18,2016,1,Jan,Europe,France,Paris,9.1,116.0,58.0,16.7,1.6,53.0,116.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1875,2016-01-18,2016,1,Jan,Europe,United Kingdom,London,10.0,183.0,68.0,27.5,5.1,85.6,183.0,Mauvais,94.724,1013.6024,5.3191999999999995,7.948
1876,2016-01-18,2016,1,Jan,Asia,India,Delhi,72.0,329.0,322.0,87.6,25.3,114.7,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1877,2016-01-18,2016,1,Jan,Europe,Italy,Milan,0.1,72.0,23.0,19.1,4.1,54.7,72.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1878,2016-01-18,2016,1,Jan,Asia,Japan,Tokyo,22.3,93.0,51.0,32.8,7.2,78.3,93.0,Modere,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1879,2016-01-18,2016,1,Jan,North America,United States,Los Angeles,11.2,107.0,55.0,17.6,18.11275964391692,26.9,107.0,Malsain,69.2344,1021.2216,15.9,3.9488
1880,2016-01-19,2016,1,Jan,South America,Brazil,São Paulo,13.6,82.0,72.0,18.7,14.35,20.6,82.0,Modere,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1881,2016-01-19,2016,1,Jan,South America,Chile,Santiago,13.0,163.0,84.0,75.5,8.2,48.0,163.0,Mauvais,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1882,2016-01-19,2016,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,152.0,34.6,35.0,48.0,329.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1883,2016-01-19,2016,1,Jan,Europe,France,Paris,10.9,158.0,88.0,6.5,5.1,70.8,158.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1884,2016-01-19,2016,1,Jan,Europe,United Kingdom,London,18.1,230.5,116.0,12.2,13.3,107.1,276.0,Tres mauvais,94.724,1013.6024,5.3191999999999995,7.948
1885,2016-01-19,2016,1,Jan,Asia,India,Delhi,71.8,478.0,322.0,25.6,25.4,73.4,478.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1886,2016-01-19,2016,1,Jan,Europe,Italy,Milan,0.1,122.0,50.0,7.0,3.6,58.4,122.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1887,2016-01-19,2016,1,Jan,Asia,Japan,Tokyo,16.7,139.0,36.0,32.8,5.8,60.9,139.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1888,2016-01-19,2016,1,Jan,North America,United States,Los Angeles,21.15,91.0,48.0,18.4,21.57434402332361,23.2,91.0,Modere,69.2344,1021.2216,15.9,3.9488
1889,2016-01-20,2016,1,Jan,South America,Brazil,São Paulo,12.7,74.0,67.0,17.5,14.35,23.8,74.0,Modere,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1890,2016-01-20,2016,1,Jan,South America,Chile,Santiago,17.4,163.0,81.0,73.5,4.8,48.4,163.0,Mauvais,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1891,2016-01-20,2016,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,159.0,12.6,35.35,55.7,306.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1892,2016-01-20,2016,1,Jan,Europe,France,Paris,13.6,169.0,79.0,4.149999999999999,5.1,90.6,169.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1893,2016-01-20,2016,1,Jan,Europe,United Kingdom,London,18.35,188.0,112.0,11.050000000000002,15.1,112.4,188.0,Mauvais,94.724,1013.6024,5.3191999999999995,7.948
1894,2016-01-20,2016,1,Jan,Asia,India,Delhi,77.1,464.0,322.0,84.5,29.3,61.1,464.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1895,2016-01-20,2016,1,Jan,Europe,Italy,Milan,0.1,153.0,60.0,11.4,3.6,73.0,153.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1896,2016-01-20,2016,1,Jan,Asia,Japan,Tokyo,11.2,165.0,70.0,32.0,5.8,60.9,165.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1897,2016-01-20,2016,1,Jan,North America,United States,Los Angeles,10.0,80.0,35.0,19.2,19.737536656891496,26.0,80.0,Modere,69.2344,1021.2216,15.9,3.9488
1898,2016-01-21,2016,1,Jan,South America,Brazil,São Paulo,14.5,89.0,70.0,28.5,3.6,24.7,89.0,Modere,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1899,2016-01-21,2016,1,Jan,South America,Chile,Santiago,11.3,107.0,246.5,43.7,5.4,114.1,288.0,Tres mauvais,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1900,2016-01-21,2016,1,Jan,Asia,China,Beijing,42.85000000000001,245.0,146.0,22.0,35.35,46.7,245.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1901,2016-01-21,2016,1,Jan,Europe,France,Paris,13.6,162.0,97.0,7.8,4.1,85.2,162.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1902,2016-01-21,2016,1,Jan,Europe,United Kingdom,London,15.0,165.0,104.0,23.2,8.9,99.0,165.0,Mauvais,94.724,1013.6024,5.3191999999999995,7.948
1903,2016-01-21,2016,1,Jan,Asia,India,Delhi,71.3,432.0,322.0,99.0,22.2,71.8,432.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1904,2016-01-21,2016,1,Jan,Europe,Italy,Milan,0.1,163.0,73.0,6.5,4.1,71.8,163.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1905,2016-01-21,2016,1,Jan,Asia,Japan,Tokyo,17.8,97.0,26.0,32.8,5.8,96.8,97.0,Modere,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1906,2016-01-21,2016,1,Jan,North America,United States,Los Angeles,16.7,82.0,51.0,22.4,19.27588235294117,39.9,82.0,Modere,69.2344,1021.2216,15.9,3.9488
1907,2016-01-22,2016,1,Jan,South America,Brazil,São Paulo,17.2,114.0,68.0,22.8,9.2,21.1,114.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1908,2016-01-22,2016,1,Jan,South America,Chile,Santiago,8.0,78.0,147.0,50.8,5.4,28.2,147.0,Malsain,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1909,2016-01-22,2016,1,Jan,Asia,China,Beijing,42.85000000000001,223.0,172.0,43.5,21.3,40.7,223.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1910,2016-01-22,2016,1,Jan,Europe,France,Paris,10.9,153.0,89.0,5.7,1.6,67.5,153.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1911,2016-01-22,2016,1,Jan,Europe,United Kingdom,London,13.1,120.0,53.0,20.6,9.9,71.8,120.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
1912,2016-01-22,2016,1,Jan,Asia,India,Delhi,74.7,443.0,322.0,98.3,31.7,98.6,443.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1913,2016-01-22,2016,1,Jan,Europe,Italy,Milan,0.1,169.5,81.0,11.4,4.1,73.0,173.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1914,2016-01-22,2016,1,Jan,Asia,Japan,Tokyo,12.3,104.0,25.0,33.6,4.3,57.7,104.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1915,2016-01-22,2016,1,Jan,North America,United States,Los Angeles,15.6,93.0,52.0,19.2,18.519117647058824,42.6,93.0,Modere,69.2344,1021.2216,15.9,3.9488
1916,2016-01-23,2016,1,Jan,South America,Brazil,São Paulo,9.1,134.0,75.0,86.4,6.6,33.0,134.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1917,2016-01-23,2016,1,Jan,South America,Chile,Santiago,8.9,79.0,114.0,35.8,5.2,22.2,114.0,Malsain,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1918,2016-01-23,2016,1,Jan,Asia,China,Beijing,12.7,102.0,95.0,32.9,10.2,36.2,102.0,Malsain,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1919,2016-01-23,2016,1,Jan,Europe,France,Paris,9.1,106.0,52.0,16.7,1.6,53.6,106.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1920,2016-01-23,2016,1,Jan,Europe,United Kingdom,London,8.5,169.0,60.0,24.4,7.2,65.8,169.0,Mauvais,94.724,1013.6024,5.3191999999999995,7.948
1921,2016-01-23,2016,1,Jan,Asia,India,Delhi,82.8,329.0,322.0,125.7,69.3,104.0,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1922,2016-01-23,2016,1,Jan,Europe,Italy,Milan,0.1,168.0,75.0,18.3,4.1,71.8,168.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1923,2016-01-23,2016,1,Jan,Asia,Japan,Tokyo,24.5,137.0,37.0,29.6,18.6,52.2,137.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1924,2016-01-23,2016,1,Jan,North America,United States,Los Angeles,13.4,99.0,57.0,27.2,18.018805970149256,30.6,99.0,Modere,69.2344,1021.2216,15.9,3.9488
1925,2016-01-24,2016,1,Jan,South America,Brazil,São Paulo,14.5,152.0,103.0,57.1,5.1,29.8,152.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1926,2016-01-24,2016,1,Jan,South America,Chile,Santiago,8.9,63.0,68.0,38.2,4.6,24.4,68.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
1927,2016-01-24,2016,1,Jan,Asia,China,Beijing,42.85000000000001,272.0,249.0,35.8,35.35,49.9,289.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
1928,2016-01-24,2016,1,Jan,Europe,France,Paris,9.1,148.0,63.0,10.2,1.6,56.8,148.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
1929,2016-01-24,2016,1,Jan,Europe,United Kingdom,London,6.4,83.0,33.0,20.3,5.8,46.8,83.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
1930,2016-01-24,2016,1,Jan,Asia,India,Delhi,35.0,329.0,322.0,249.60000000000002,86.7,117.1,372.2,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
1931,2016-01-24,2016,1,Jan,Europe,Italy,Milan,0.1,169.5,81.0,8.2,4.6,68.6,176.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
1932,2016-01-24,2016,1,Jan,Asia,Japan,Tokyo,25.65,169.0,97.5,35.2,4.3,34.3,171.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
1933,2016-01-24,2016,1,Jan,North America,United States,Los Angeles,8.9,74.0,40.0,35.2,17.080060422960724,28.8,74.0,Modere,69.2344,1021.2216,15.9,3.9488
1934,2016-01-25,2016,1,Jan,South America,Brazil,São Paulo,19.0,132.0,76.0,74.7,4.6,41.2,132.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
1935,2016-01-25,2016,1,Jan,South America,Chile,Santiago,11.5,72.0,164.0,22.1,5.4,40.8,164.0,Mauvais,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
